"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"samtools_p61","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr17, mapped reads""","","",""
"samtools_p62","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr17, unmapped reads""","","",""
"samtools_p63","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr18, sequence length""","","",""
"samtools_p64","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr18, mapped reads""","","",""
"samtools_p65","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr18, unmapped reads""","","",""
"samtools_p66","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr19, sequence length""","","",""
"samtools_p67","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr19, mapped reads""","","",""
"samtools_p68","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr19, unmapped reads""","","",""
"samtools_p69","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr20, sequence length""","","",""
"samtools_p70","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr20, mapped reads""","","",""
"samtools_p71","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr20, unmapped reads""","","",""
"samtools_p72","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr21, sequence length""","","",""
"samtools_p73","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr21, mapped reads""","","",""
"samtools_p74","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr21, unmapped reads""","","",""
"samtools_p75","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr22, sequence length""","","",""
"samtools_p76","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr22, mapped reads""","","",""
"samtools_p77","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: Chr22, unmapped reads""","","",""
"samtools_p78","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: ChrX, sequence length""","","",""
"samtools_p79","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: ChrX, mapped reads""","","",""
"samtools_p80","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: ChrX, unmapped reads""","","",""
"samtools_p81","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: ChrY, sequence length""","","",""
"samtools_p82","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: ChrY, mapped reads""","","",""
"samtools_p83","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: ChrY, unmapped reads""","","",""
"samtools_p84","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference Sequence: ChrMT, sequence length""","","",""
"samtools_p85","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: ChrMT, mapped reads""","","",""
"samtools_p86","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Reference: ChrMT, unmapped reads""","","",""
"samtools_p87","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Unmapped *:, sequence length""","","",""
"samtools_p88","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Unmapped: *, mapped reads""","","",""
"samtools_p89","Float","","Conditional","notNull(samtools_ver)","""idxstats(samtools):Unmapped: *, unmapped reads""","","",""
"sanders_snp_fingerprint","String","1024","Recommended","","Sanders SNP-Fingerprint","","",""
"qc_file1","File","","Required","","Location of QA file","","",""
"qc_file1_type","String","100","Required","","File Type","","",""
"qc_file2","File","","Recommended","","Location of QA file","","",""
"qc_file2_type","String","100","Conditional","notNull(qc_file2)","File Type","","",""
"qc_file3","File","","Recommended","","Location of QA file","","",""
"qc_file3_type","String","100","Conditional","notNull(qc_file3)","File Type","","",""
"qc_file4","File","","Recommended","","Location of QA file","","",""
"qc_file4_type","String","100","Conditional","notNull(qc_file4)","File Type","","",""
"origin_dataset_id","Integer","","Recommended","","Origin dataset Id","","",""
"job_name","String","50","Recommended","","Identity of the run for pipeline processes","","",""
